"","rank","Youtuber","subscribers","video.views","category","Title","uploads","Country","Abbreviation","channel_type","video_views_rank","country_rank","channel_type_rank","video_views_for_the_last_30_days","lowest_monthly_earnings","highest_monthly_earnings","lowest_yearly_earnings","highest_yearly_earnings","subscribers_for_last_30_days","created_year","created_month","created_date","Gross.tertiary.education.enrollment....","Population","Unemployment.rate","Urban_population","Latitude","Longitude"
"544",544,"DeToxoMoroxo",16.6368894443735,21.5630911262312,"Entertainment","de toxomoroxo",1,"nan","nan","Music",4056488,-1,5767,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2016,"Apr",30,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"545",545,"Doggy Doggy Cartoons",16.6368894443735,22.5978976222659,"Entertainment","Doggy Doggy Cartoons",0,"nan","nan","nan",4057944,-1,-1,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2018,"Nov",11,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"546",546,"deepesh zo",16.6368894443735,22.6982440593951,"People & Blogs","deepesh zo",41,"nan","nan","People",4038822,-1,7611,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,-2.99573227355399,1,2021,"Sep",24,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"547",547,"Like Nastya IDN",16.6368894443735,22.6966959289346,"Entertainment","Like Nastya IDN",502,"Indonesia","ID","Entertainment",795,19,130,17.5728894285029,9.27799902045,12.0511716843122,11.7636841833174,14.5574479026937,1e+05,2019,"Nov",22,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"548",548,"Gato Galactico | GALï¿½ï¿",16.6368894443735,22.0299212516202,"Film & Animation","Gato Galactico | GALï¿½ï¿",1491,"Brazil","BR","Entertainment",2129,30,130,17.6024464175506,9.30565055178051,12.0810761553555,11.793582922485,14.5574479026937,1e+05,2013,"Apr",2,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"549",549,"Salman Noman",16.630919277387,23.0644019864238,"Entertainment","salman Noman",3,"nan","nan","nan",4057674,-1,-1,1.94591014905531,-4.60517018598809,-3.50655789731998,-3.91202300542815,-1.07880966137193,10,2022,"May",14,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"550",550,"CoryxKenshin",16.630919277387,22.6837782268828,"Gaming","CoryxKenshin",1693,"USA","US","Games",814,135,39,18.470556033446,10.1773242181659,12.9491997583951,12.6612798455332,15.4249484703984,2e+05,2009,"Apr",27,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"551",551,"With Kids[ï¿½ï¿½ï¿½ï¿½ï",16.630919277387,22.9009834064067,"Entertainment","With Kids[ï¿½ï¿½ï¿½ï¿½ï",920,"USA","US","Entertainment",559,135,130,17.6375650912306,9.34136863438259,12.1161479380022,11.8284658655504,14.6039679183285,1e+05,2012,"Jul",6,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"552",552,"Travis Scott",16.630919277387,22.8001712379635,"Music","Travis Scott",13,"USA","US","Music",564542,1920,1751,10.5353708444922,2.19722457733622,5.01063529409626,4.72738781871234,7.49554194388426,349153.834094369,2010,"Sep",1,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"553",553,"Tu COSMOPOLIS",16.630919277387,22.350403062143,"People & Blogs","Tu COSMOPOLIS",8741,"Mexico","MX","People",1337,19,35,16.596749261018,8.29404964010203,11.0759696897707,10.7872550927047,13.56023113662,349153.834094369,2014,"Aug",28,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"554",554,"Ivana Alawi",16.6249132533268,20.999717059588,"nan","Ivana Alawi",180,"Philippines","PH","People",8338,5,36,16.5288136053479,8.24275634571448,11.0070873827153,10.7188523658203,13.4922703901118,1e+05,2018,"Jun",1,35.5,18.4987209710763,2.15,2.87620880108765,12.879721,121.774017
"555",555,"Werever2morro",16.6249132533268,21.7522686219061,"Entertainment","werever2morro",0,"Mexico","MX","Games",4057944,4248,7462,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2010,"Dec",7,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"556",556,"IDEAS EN 5 MINUTOS",16.6249132533268,22.0307803369996,"Howto & Style","Ideas En 5 Minutos",216,"Spain","ES","nan",3108857,2753,-1,11.0893473014351,2.77258872223978,5.5683445037611,5.27811465923052,8.03915739047324,349153.834094369,2017,"Apr",2,88.9,17.6672904650367,13.96,2.8594075318049,40.463667,-3.74922
"557",557,"NMF News",16.6249132533268,22.7294887376119,"News & Politics","NMF News",112261,"India","IN","News",749,91,12,17.8964489916035,9.60238245975221,12.374971181992,12.0872891095402,14.8451299751454,1e+05,2013,"Oct",22,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"558",558,"SriBalajiMovies",16.6249132533268,22.9682066891292,"Entertainment","SriBalajiMovies",20102,"India","IN","Entertainment",497,91,132,18.852781291587,10.5584135202759,13.3313268651447,13.0435365968584,15.8169905581744,2e+05,2011,"Sep",29,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"559",559,"Lahari Music - TSeries",16.6249132533268,23.203680568157,"Music","Lahari Music - TSeries",8976,"India","IN","Music",326,91,115,18.3042817500681,10.0123419574482,12.7826860098342,12.4950039373824,15.2741255806638,1e+05,2011,"Nov",21,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"560",560,"Younes Zarou",16.6249132533268,23.4497235002014,"Entertainment","Younes Zarou",2200,"Germany","DE","Entertainment",213,4,131,20.240796026749,11.9466540383513,14.7318012898384,14.4573644441367,17.2032849192943,9e+05,2021,"May",6,70.2,18.2359498750956,3.04,2.88922979226987,51.165691,10.451526
"561",561,"Jordan Matter",16.6249132533268,22.4844816507942,"Entertainment","Jordan Matter",413,"USA","US","Entertainment",1088,136,132,19.1089811980864,10.8157702630127,13.5874800850767,13.2998398825351,16.0772736564381,3e+05,2006,"Dec",21,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"562",562,"ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý",16.6188709388708,21.6156466038217,"Entertainment","ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý",421,"USA","US","Entertainment",3778,137,133,16.9044143624061,8.61250337122056,11.3828167796232,11.0958937204906,13.9108207377686,2e+05,2014,"Mar",9,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"563",563,"FailArmy",16.6188709388708,21.8342218540317,"Comedy","FailArmy",438,"USA","US","Entertainment",2766,137,133,18.5427744751958,10.2470772569262,13.0212161953994,12.7337553863626,15.5019095115345,1e+05,2011,"Jul",5,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"564",564,"BBC News Hindi",16.6188709388708,22.6753334372156,"News & Politics","BBC News Hindi",21243,"India","IN","News",821,92,13,18.6922486782605,10.3981837943722,13.170772516612,12.8830904441602,15.6560601913618,3e+05,2009,"Sep",22,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"565",565,"FunFun Toy Doll TV",16.6188709388708,22.7255843949281,"Entertainment","FunFun Toy Doll TV",735,"USA","US","Entertainment",757,137,133,17.0091916441979,8.7160440501614,11.4876076569859,11.1995836457379,13.9978321147582,349153.834094369,2016,"May",31,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"566",566,"Sandra Cires Art",16.6127918927944,22.0983541843207,"Howto & Style","Sandra Cires Art",1091,"USA","US","Entertainment",1938,138,134,16.7074366627927,8.41183267575841,11.185809323273,10.8985894648346,13.6708315465948,349153.834094369,2011,"Sep",27,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"567",567,"Kaykai Salaider",16.6127918927944,22.2127212304833,"Comedy","Kaykai Salaider",428,"Thailand","TH","Entertainment",1636,9,134,16.049923870855,7.74066440191724,10.5294259834026,10.2399597891573,13.0134409701801,349153.834094369,2011,"Jan",24,49.3,18.0586426152432,0.75,2.85527642128164,15.870032,100.992541
"568",568,"UFC - Ultimate Fighting Championship",16.6127918927944,22.6883931087303,"Sports","UFC - Ultimate Fighting Championship",14662,"USA","US","Sports",806,138,7,18.7074223743271,10.4133126759685,13.1859013982083,12.8982193257565,15.6718085483299,1e+05,2006,"Mar",4,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"569",569,"Ch7HD",16.6127918927944,22.9706811247423,"Entertainment","Ch7HD",56203,"Thailand","TH","Entertainment",496,9,134,18.2900821892084,9.99424191580459,12.768541502448,12.4810493454844,15.2505950832536,1e+05,2010,"May",17,49.3,18.0586426152432,0.75,2.85527642128164,15.870032,100.992541
"570",570,"RCTI - LAYAR DRAMA INDONESIA",16.6127918927944,23.3243536875455,"Entertainment","RCTI - LAYAR DRAMA INDONESIA",1,"nan","nan","People",4057943,-1,7724,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2020,"Oct",19,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"571",571,"Alfredo Larin",16.6127918927944,23.3927020594134,"Entertainment","Alfredo Larin",1,"nan","nan","Entertainment",4057780,-1,6788,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,-2.99573227355399,349153.834094369,2015,"Nov",23,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"572",572,"GMMTV OFFICIALï¿½ï¿½",16.6127918927944,23.2761762735383,"Entertainment","GMMTV OFFICIALï¿½ï¿½",23952,"Thailand","TH","Entertainment",294,9,134,19.0161158624969,10.7210623114711,13.4946163513064,13.206888332474,15.9788335836248,2e+05,2010,"Sep",13,49.3,18.0586426152432,0.75,2.85527642128164,15.870032,100.992541
"573",573,"Matt Stonie",16.606675665777,21.9838913187159,"Entertainment","MattStonie",54,"USA","US","Entertainment",283499,1874,1836,10.3000800821407,1.94591014905531,4.77912349311153,4.48863636973214,7.24422751560335,349153.834094369,2010,"Jun",19,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"574",574,"Boyce Avenue",16.606675665777,22.6071224732621,"Music","Boyce Avenue",490,"USA","US","Music",913,139,117,17.1754344543107,8.88183630500415,11.65355659471,11.3667429547921,14.1519827945855,349153.834094369,2007,"Sep",2,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"575",575,"Camila Cabello",16.606675665777,22.6123671533201,"Music","Camila Cabello",80,"USA","US","Music",906,139,117,17.5698031506264,9.27799902045,12.0482485603366,11.7605664878848,14.5086577385242,1e+05,2015,"Aug",11,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"576",576,"Little Mix",16.606675665777,22.7408642384834,"Music","Little Mix",278,"UK","GB","Music",740,22,117,17.4688664560092,9.17988116449147,11.9473019165728,11.659619844121,14.4573644441367,349153.834094369,2011,"Nov",30,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"577",577,"SAM SMITH",16.606675665777,23.0427340878674,"Music","SAM SMITH",230,"UK","GB","Entertainment",428,22,135,18.267273121323,9.97114620100994,12.7457772288465,12.4579979982698,15.2264975316745,349153.834094369,2012,"Sep",14,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"578",578,"Pitbull",16.606675665777,23.2470497420346,"Music","Pitbull",352,"USA","US","Music",308,139,117,18.2928928259549,9.99879773234045,12.7713864545802,12.4837043821285,15.2505950832536,349153.834094369,2006,"Jul",5,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"579",579,"Bollywood Classics",16.606675665777,22.6892342202635,"Entertainment","Bollywood Classics",1444,"India","IN","Music",804,93,116,18.8359443562071,10.5427063910705,13.3144702349331,13.0267331463891,15.8033849061186,3e+05,2011,"Oct",13,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"580",580,"Technoblade",16.606675665777,21.2279441369759,"Gaming","Technoblade",989,"USA","US","Games",6274,138,40,16.7027663551822,8.41183267575841,11.1816397550363,10.8930287461499,13.6661981547773,2e+05,2013,"Oct",28,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"581",581,"W2S",16.606675665777,22.2852704616777,"Gaming","W2S",652,"UK","GB","Entertainment",1455,22,135,14.9401154269066,6.64639051484773,9.41735454136051,9.12695876303713,11.9036152874962,349153.834094369,2012,"Jul",26,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"582",582,"Jennifer Lopez",16.6005218002026,23.0483208627927,"Music","Jennifer Lopez",258,"USA","US","Music",426,140,118,17.9656208980922,9.67407438820832,12.4443018342624,12.1563570532842,14.9141228466324,349153.834094369,2005,"Nov",18,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"583",583,"Kids Play",16.6005218002026,22.8141054520833,"Entertainment","Kids Play",593,"USA","US","Entertainment",636,140,136,17.0702167398333,8.77955745588373,11.5482926088075,11.2606105363557,13.9978321147582,349153.834094369,2018,"May",14,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"584",584,"T3ddy",16.6005218002026,21.8186012515223,"Comedy","T3ddy",1930,"Brazil","BR","People",2898,31,38,17.3124725616108,9.02401079378469,11.7913144905104,11.5028751291167,14.28551418721,1e+05,2012,"Jan",16,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"585",585,"JJ Olatunji",16.6005218002026,22.1285518650054,"Gaming","JJ Olatunji",1294,"UK","GB","Entertainment",1856,23,136,17.1408343070473,8.85366542803745,11.6190856607986,11.3314035883468,14.0778748224318,1e+05,2011,"Jan",26,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"586",586,"POPS Kids",16.6005218002026,23.0019262912501,"Music","POPS Kids",3943,"Vietnam","VN","Film",462,2,30,19.3635471923121,11.0697584896781,13.8155105579643,13.5544055003629,16.3251098203426,2e+05,2014,"Jan",14,28.5,18.3846608052509,2.01,2.85533758742076,14.058324,108.277199
"587",587,"Thairath Online",16.6005218002026,23.4018076714985,"News & Politics","Thairath Online",244899,"Thailand","TH","News",238,10,14,19.2305259272889,10.9366720358818,13.7090383134538,13.4214303947227,16.1950566920944,1e+05,2010,"Sep",27,49.3,18.0586426152432,0.75,2.85527642128164,15.870032,100.992541
"588",588,"LEGO",16.6005218002026,23.7447798419318,"Entertainment","LEGO",31889,"Singapore","SG","Entertainment",116,1,136,18.5794692239677,10.2853427950052,13.0579315172449,12.7702494447932,15.5382771557054,2e+05,2005,"Oct",22,84.8,15.5566026772116,4.11,2.74448515797114,1.352083,103.819836
"589",589,"XO TEAM",16.6005218002026,23.4168642402604,"People & Blogs","XO TEAM Family",189,"USA","US","People",153622,1776,1495,10.5429965864268,2.19722457733622,5.02388052084628,4.7361984483945,7.49554194388426,1000,2020,"Sep",12,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"590",590,"AdMe",16.6005218002026,22.2248247100138,"Entertainment","Aday Cï¿½ï¿½ï¿½ï¿½ï",10,"Spain","ES","Music",4048675,4228,5766,1.38629436111989,-4.60517018598809,-3.91202300542815,-4.60517018598809,-1.66073120682165,349153.834094369,2006,"May",2,88.9,17.6672904650367,13.96,2.8594075318049,40.463667,-3.74922
"591",591,"ExtraPolinesios",16.6005218002026,22.2946129185018,"People & Blogs","Extra polinesios",2,"nan","nan","People",3945744,-1,7359,6.23441072571837,-2.04022082852655,0.693147180559945,0.693147180559945,3.17805383034795,1,2015,"Nov",21,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"592",592,"Dyland PROS",16.5943298299547,21.140421102785,"Entertainment","Dyland PROS",2805,"Indonesia","ID","Games",6986,21,41,16.0792508671348,7.78322401633604,10.5584135202759,10.2715968741005,13.0426706084951,349153.834094369,2015,"Jan",28,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"594",594,"Vlad and Niki ARA",16.5943298299547,22.7246506981715,"nan","Vlad and Niki ARA",510,"USA","US","Entertainment",759,141,137,17.2815901516955,8.98719682066197,11.7597855429018,11.47210347045,14.2209756660724,1e+05,2019,"May",24,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"595",595,"Canal IN",16.5943298299547,21.7118562601338,"People & Blogs","Canal IN",723,"Brazil","BR","Entertainment",3338,32,137,16.4403240671627,8.1605182474775,10.9187182322652,10.6310361598134,13.4037758368425,349153.834094369,2017,"Jul",21,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"596",596,"TWICE",16.5943298299547,22.343757803778,"Music","TWICE",1123,"nan","nan","Music",1343,-1,119,18.4077981181214,10.1145585226161,12.8863878472747,12.5987901808158,15.3630730666803,1e+05,2016,"Mar",27,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"597",597,"Daily Dose Of Internet",16.5943298299547,22.6508232850256,"Entertainment","Daily Dose Of Internet",671,"USA","US","Entertainment",851,140,136,19.8064924886317,11.5129254649702,14.28551418721,13.9978321147582,16.770420836998,3e+05,2015,"Jul",15,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"598",598,"FitDance",16.5943298299547,22.6870454744198,"Music","Fitdance Academy",41,"France","FR","Entertainment",4006012,3726,6335,6.65929391968364,-1.6094379124341,1.09861228866811,0.693147180559945,3.61091791264422,4,2006,"Nov",20,65.6,18.0210966139428,8.43,2.87957908807941,46.227638,2.213749
"599",599,"Panda Shorts",16.5943298299547,22.6911801106323,"nan","Panda Shorts",667,"Sweden","SE","Sports",792,2,8,19.9862252833417,11.6919081204987,14.4573644441367,14.1519827945855,16.9510047738934,3e+06,2020,"Nov",21,67,16.1462411248246,6.48,2.7735310306981,60.128161,18.643501
"600",600,"Disney Junior",16.5943298299547,23.4840355702886,"Entertainment","Disney Junior",4045,"USA","US","Entertainment",196,140,136,19.4032497327458,11.1094583595247,13.9108207377686,13.5941154771842,16.3649557288898,3e+05,2008,"Apr",22,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"601",601,"La Rosa de Guadalupe",16.5943298299547,22.9894095816757,"Entertainment","larosadeguadalupe",0,"Mexico","MX","Games",4057944,4258,7472,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2008,"Sep",3,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"602",602,"sagar kalra (Shorts)",16.5880992802041,22.6017578452508,"People & Blogs","sagar kalra (Shorts)",453,"nan","nan","People",921,-1,39,18.1204131382161,9.82552601106642,12.5987901808158,12.3113331561877,15.0964444034263,2e+05,2017,"Jun",30,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"603",603,"wifistudy",16.5880992802041,21.8278709404418,"Education","wifistudy by Unacademy",52144,"India","IN","Education",2855,94,30,16.4748605908473,8.1886891244442,10.9525593956441,10.6666271049161,13.438341319011,349153.834094369,2014,"Jul",26,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"604",604,"Antrax",16.5880992802041,21.8317865110335,"Gaming","Antrax",687,"Mexico","MX","Games",2844,23,42,15.362647444201,7.09007683577609,9.84161214881804,9.55393007636626,12.3260754379249,349153.834094369,2015,"May",25,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"605",605,"Enes Batur",16.5880992802041,23.0042794568005,"Gaming","enesbatur",0,"nan","nan","Games",4057944,-1,7360,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,11,2007,"Mar",4,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"606",606,"Totoy kids - Espaï¿½ï",16.5880992802041,22.514625074259,"Film & Animation","Totoy kids - Espaï¿½ï",344,"Mexico","MX","Film",1048,23,31,18.5375122159045,10.2435248553218,13.0161135775616,12.7284315051098,15.5019095115345,2e+05,2017,"Sep",7,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"607",607,"ýýýýýýýýýý",16.5818296671905,21.3359236903632,"People & Blogs","Kung Fu Padla",0,"Russia","RU","Games",4057944,3309,5665,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,10,2017,"May",27,81.9,18.7879144920027,4.59,2.91748477441736,61.52401,105.318756
